key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
"<!MissingKey:41:$t[Every $cds:] Gain $p1 $regen. $t[Use $p2 $regen:] Gain $p3 maximum health, $p4 $empower and your healing is increased by $p5% (once).>","$t[Every $cds:] Gain $p1 $regen. $t[Use $p2 $regen:] Gain $p3 maximum health, $p4 $empower and your healing is increased by $p5% (once).","$t[Alle $cds:] Erhalte $p1 $regen. $t[Nutze $p2 $regen:] Erhalte $p3 Maximalleben, $p4 $empower und deine Heilung ist um $p5% erhöht (einmalig).",$t[每$cds：]获得$p1层$regen。$t[消耗$p2层$regen：]获得$p3点最大生命值，$p4层$empower，且生命恢复效果增加$p5%（单次触发）。,$t[$cd秒毎：]$p1 $regen を獲得する $t[$p2 $regen 消費：]体力最大値が$p3増え、$p4 $empower を獲得し、自分の回復量 +$p5%（1回のみ）,"$t[$cd초마다:] $regen을 $p1 획득합니다. $t[$regen을 $p2 사용:] 최대 체력을 $p3, $empower를 $p4 획득하고, 회복량이 $p5% 증가합니다 (한 번).",$t[每$cd秒：]獲得$p1層$regen。$t[消耗$p2層$regen：]獲得$p3點最大生命值，$p4層$empower，且生命恢復效果增加$p5%（單次觸發）。,"$t[Toutes les $cd s :] gagnez $p1 $regen. $t[Utilisez $p2 $regen :] gagnez $p3 des PV max, $p4 $empower et votre guérison augmente de $p5 % (une fois).","$t[Раз в $cd сек.:] добавляет $p1 $regen. $t[Использует $p2 $regen:] добавляет $p3 ед. максимального здоровья и $p4 $empower, а эффективность исцеления героя повышается на $p5% (один раз за бой).","$t[A cada $cd s:] Ganhe $p1 $regen. $t[Gasto de $p2 $regen:] Ganhe $p3 de vida máxima, $p4 $empower e aumenta a sua cura em $p5% (uma vez).","$t[Cada $cd s:] Obtiene $p1 $regen. $t[Al usar $p2 $regen:] Obtiene $p3 PS máx., $p4 $empower y la curación aumenta en un $p5 % (una vez)."
<!MissingKey:42:$affected items gain $chance% critical hit chance for each $lucky.>,$affected items gain $chance% critical hit chance for each $lucky.,$affected Gegenstände erhalten $chance% kritische Trefferchance pro $lucky.,每有一点$lucky，$affected的物品暴击几率增加$chance%。,$affectedにあるアイテムは $lucky 1スタックにつきクリティカル率 +$chance%,$affected에 위치한 아이템은 $lucky마다 $chance%의 치명타 확률을 획득합니다.,每有一點$lucky，$affected的物品暴擊機率增加$chance%。,Les objets $affected gagnent $chance % de chance de coup critique pour chaque $lucky.,$affected предметы получают $chance% шанса критического урона за каждый $lucky.,Os itens $affected ganham $chance% de chance de acerto crítico por cada $lucky.,Los $affected objetos obtienen un $chance % de probabilidad de golpe crítico por cada $lucky.
<!MissingKey:43:Holy Spear>,Holy Spear,Heiliger Speer,神圣长矛,ホーリースピア,신성한 창,神聖長矛,Lance sainte,Священное копье,Lança Sagrada,Lanza sagrada
,,,,,,,,,,
<!MissingKey:45:Vampiric Gloves>,Vampiric Gloves,Vampirische Handschuhe,吸血手套,吸血のグローブ,흡혈의 장갑,吸血手套,Gants vampiriques,Вампирические перчатки,Luvas Vampíricas,Guantes vampíricos
<!MissingKey:46:$t[On hit:] $chance% chance to $stun[stun] your opponent for $p1s.>,$t[On hit:] $chance% chance to $stun[stun] your opponent for $p1s.,$t[Bei Treffer:] $chance% Chance $p1s lang $stun[Benommenheit] auszulösen.,$t[击中对手时：]有$chance%的几率$stun[眩晕]对手$p1s。,$t[ヒット時：]$chance%の確率で相手を$p1秒間$stun[スタン]させる,$t[적중 시:] $chance%의 확률로 상대를 $p1초 동안 $stun[기절]시킵니다.,$t[命中時：]有$chance%的機率$stun[暈眩]對手$p1秒。,$t[Par coup :] $chance % de chance d'$stun[étourdir] votre adversaire pendant $p1 s.,$t[При попадании:] $chance% шанс $stun[оглушить] противника на $p1 сек.,$t[Ao acertar:] $chance% de chance de $stun[atordoar] o oponente por $p1 s.,$t[Al golpear:] $chance % de probabilidad de $stun[aturdir] al rival durante $p1 s.
<!MissingKey:47:Mana Potion>,Mana Potion,Manatrank,魔法魔药,マナポーション,마나 포션,魔法魔藥,Potion de mana,Зелье маны,Poção de Mana,Poción de maná
<!MissingKey:48:$t[On hit:] Gain $p1 $vampirism (up to $p2). Heal $p3 per $affected $vampiric-item. $t[On stun:] Triggers extra attack.>,$t[On hit:] Gain $p1 $vampirism (up to $p2). Heal $p3 per $affected $vampiric-item. $t[On stun:] Triggers extra attack.,$t[Bei Treffer:] Erhalte $p1 $vampirism (maximal $p2). Heile $p3 pro $affected $vampiric-Gegenstand. $t[Gegner benommen:] Löse einen zusätzlichen Angriff aus.,$t[击中对手时：]获得$p1层$vampirism（每场战斗最高$p2层）。每有一个$affected的$vampiric物品，恢复$p3点生命值。$t[眩晕对手：]触发额外攻击。,$t[ヒット時：]$p1 $vampirism を獲得する（最大$p2まで）$affectedにある $vampiric アイテム1個につき体力を$p3回復する $t[スタン時：]追加攻撃を行う,$t[적중 시:] $vampirism을 $p1 획득합니다 (최대 $p2). $affected에 위치한 $vampiric 아이템마다 체력을 $p3 회복합니다. $t[기절 시:] 추가 공격을 가합니다.,$t[命中時：]獲得$p1層$vampirism（每場戰鬥最高$p2層）。每有一個$affected的$h[吸血]物品，恢復$p3點生命值。$t[暈眩對手時：]觸發額外攻擊。,$t[Par coup :] gagnez $p1 $vampirism (jusqu'à $p2). Guérissez de $p3 par objet $affected $vampiric. $t[Par étourdissement :] déclenche une attaque supplémentaire.,$t[При попадании:] добавляет $p1 $vampirism (макс. до $p2). Восстанавливает $p3 ед. жизни за каждый $affected $vampiric предмет. $t[При оглушении:] наносит дополнительную атаку.,$t[Ao acertar:] Ganha $p1 $vampirism (até $p2). Restaura $p3 de vida por item-$vampiric $affected. $t[Ao atordoar:] ativa um ataque adicional.,$t[Al golpear:] Obtiene $p1 $vampirism (máximo: $p2). Recupera $p3 PS por cada $affected objeto-$vampiric. $t[Al aturdir:] Activa un ataque adicional.
<!MissingKey:49:$t[Out of stamina:] Consume this and regenerate $p1 stamina and gain $p2 $empower.>,$t[Out of stamina:] Consume this and regenerate $p1 stamina and gain $p2 $empower.,$t[Keine Ausdauer mehr:] Trinke aus und regeneriere $p1 Ausdauer und erhalte $p2 $empower.,$t[当耐力耗尽时：]消耗此魔药恢复$p1点耐力并获得$p2层$empower。,$t[スタミナ不足時：]このアイテムを消費して、スタミナを$p1回復し、$p2 $empower を獲得する,"$t[스태미나 부족 시:] 포션을 소모해 스태미나를 $p1 회복하고, $empower를 $p2 획득합니다.",$t[當耐力耗盡時：]消耗此魔藥恢復$p1點耐力並獲得$p2層$empower。,$t[Endurance épuisée :] consommez ceci et régénérez $p1 d'endurance et gagnez $p2 $empower.,"$t[Нет энергии:] расходуется, чтобы восстановить $p1 ед. энергии и добавить $p2 $empower.",$t[Sem vigor:] Consuma isto e restaura $p1 de vigor e ganhe $p2 $empower.,"$t[Sin resistencia:] Consume esto y regenera $p1 de resistencia, y obtiene $p2 $empower."
<!MissingKey:50:Falcon Blade>,Falcon Blade,Falkenklinge,猎鹰战刃,ハヤブサのつるぎ,팔콘 블레이드,獵鷹戰刃,Lame de faucon,Клинок сокола,Lâmina do Falcão,Espada halcón
"<!MissingKey:51:$t[After $cds:] Gain $p1 $vampirism, $affected items trigger $p2% faster.>","$t[After $cds:] Gain $p1 $vampirism, $affected items trigger $p2% faster.","$t[Nach $cds:] Erhalte $p1 $vampirism, $affected Gegenstände aktivieren $p2% schneller.",$t[$cds后：]获得$p1层$vampirism且$affected的物品触发快$p2%。,$t[$cd秒後：]$p1 $vampirism を獲得する。$affectedにあるアイテムの使用速度が$p2%上がる,"$t[$cd초 후:] $vampirism를 $p1 획득하고, $affected에 위치한 아이템이 $p2% 빠르게 발동합니다.",$t[$cd秒後：]獲得$p1層$vampirism且$affected的物品觸發速度加快$p2%。,"$t[Après $cd s :] gagnez $p1 $vampirism, les objets $affected se déclenchent $p2 % plus vite.","$t[Через $cd сек.:] добавляют $p1 $vampirism, $affected предметы срабатывают на $p2% чаще.","$t[Após $cd  s:] Ganhe $p1 $vampirism, e os itens $affected ativam-se $p2% mais rápido.","$t[Tras $cd s:] Obtiene $p1 $vampirism, los $affected objetos se activan un $p2 % más rápido."
<!MissingKey:52:$t[$p1 $bl reached:] Consume this and convert $p2 health to $block $bl and gain \~$p3 $spikes for $p4s.>,$t[$p1 $bl reached:] Consume this and convert $p2 health to $block $bl and gain \~$p3 $spikes for $p4s.,$t[$p1 $bl erreicht:] Trinke aus und wandle $p2 Leben in $block $bl um. Erhalte $p3 $spikes für $p4s.,$t[当你至少有$p1点$bl时：]消耗此魔药，转换$p2生命值为$block点$bl，并在$p4s内获得$p3点$spikes。,$t[$p1 $bl 到達時：]このアイテムを消費して、$p2体力を$block $bl に変換する。さらに$p4秒間、$p3 $spikes を獲得する,"$t[$bl이 $p1에 도달 시:] 포션을 소모해 $p2 체력을 $block $bl로 변환하고, $p4초 동안 $spikes를 $p3 획득합니다.",$t[當你至少有$p1點$bl時：]消耗此魔藥，轉換$p2生命值為$block點$bl，並在$p4秒內獲得$p3點$spikes。,$t[En atteignant $p1 $bl :] consommez ceci et convertissez $p2 PV en $block $bl et gagnez $p3 $spikes pendant $p4 s.,"$t[При $p1 $bl:] расходуется, чтобы превратить $p2 ед. здоровья в $block $bl и добавить герою $p3 $spikes на $p4 сек.",$t[Ao alcançar $p1 $bl:] Consome isto e converte $p2 de vida em $block $bl e ganha $p3 $spikes por $p4 s.,"$t[Al alcanzar $p1 $bl:] Consume la poción y transforma $p2 PS en $block $bl, y obtiene $p3 $spikes durante $p4 s."
<!MissingKey:53:$t[Shop entered:] Gain $p1 $gold. $t[Start of battle:] Gain $p2 $lucky. >,"$t[Shop entered:] Gain $p1 $gold. $t[Start of battle:] Gain $p2 $lucky. 

 Chance-based effects of the $affected items are $p3% more likely to trigger.","$t[Laden betreten:] Erhalte $p1 $gold. $t[Kampfbeginn:] Erhalte $p2 $lucky. 
 Zufallseffekte von $affected Gegenständen sind $p3% wahrscheinlicher.","$t[进入商店：]获得$p1枚$gold。$t[战斗开始时：]获得$p2点$lucky。

 $affected物品的几率触发类效果提高$p3%的触发几率。","$t[ショップ入店時：]$p1 $gold を獲得する $t[バトル開始時：]$p2 $lucky を獲得する 

$affectedにあるアイテムの確率に基づく効果の発動確率が$p3%上がる","$t[상점 진입 시:] $gold를 $p1 획득합니다. $t[전투 시작 시:] $lucky을 $p2 획득합니다.

$affected에 위치한 확률 기반 효과를 지닌 아이템의 발동 확률이 $p3% 증가합니다.","$t[進入商店：]獲得$p1枚$gold。$t[戰鬥開始時：]獲得$p2點$lucky。
 $affected物品的機率觸發類效果增加$p3%的觸發機率。","$t[En entrant dans la boutique :] gagnez $p1 $gold. $t[Au début du combat :] gagnez $p2 $lucky. 

 Les effets de type chance des objets $affected ont $p3 % de chances supplémentaires de se déclencher.","$t[Переход в магазин:] добавляет $p1 $gold. $t[Начало боя:] добавляет $p2 $lucky. 

 Вероятность срабатывания $affected предметов с шансом активации эффекта повышается на $p3%.","$t[Ao entrar na loja:] Ganha $p1 $gold. $t[Início da batalha:] Ganha $p2 $lucky. 

 Os efeitos baseados em chance dos itens $affected têm $p3% mais chance de se ativarem.","$t[Al entrar en la tienda:] Obtiene $p1 $gold. $t[Al comienzo de la batalla:] Obtiene $p2 $lucky. 

 Los efectos de azar de los objetos $affected tienen un $p3 % más de probabilidades de activarse."
<!MissingKey:54:$t[On hit:] Destroy $p1 $bl for each free \~$affected slot.>,$t[On hit:] Destroy $p1 $bl for each free \~$affected slot.,$t[Bei Treffer:] Zerstöre $p1 $bl pro freiem $affected Feld.,$t[击中对手时：]前方每有一个空的$affected槽位，摧毁$p1点$bl。,$t[ヒット時：]$affectedにある空きスロット1個につき$p1 $bl を破壊する,"$t[적중 시:] 전방에 위치한 빈 $affected 슬롯 하나마다, $bl를 $p1 파괴합니다.",$t[命中時：]前方每有一個空的$affected欄位，摧毀$p1點$bl。,$t[Par coup :] détruisez $p1 $bl pour chaque emplacement libre $affected en face.,$t[При попадании:] разрушает $p1 $bl за каждый пустой $affected слот перед копьем.,$t[Ao acertar:] Destrói $p1 $bl por cada espaço vago $affected à frente deste.,$t[Al golpear:] Destruye $p1 $bl por cada espacio $affected libre delante.
<!MissingKey:55:Stone>,Stone,Stein,石头,石,돌멩이,石頭,Pierre,Камень,Pedra,Piedra
<!MissingKey:56:Darkest Lotus>,Darkest Lotus,Dunkelster Lotus,黑暗莲花,ダーク・ロータス,칠흑의 연꽃,黑暗蓮花,Lotus sombrobscur,«Черный лотос»,Lótus Negro,Loto de la oscuridad
<!MissingKey:57:$t[Start of battle:] Reduce damage taken by $p1% for $p2s. $t[Opponent gains buff:] $chance% chance to nullify it. >,"$t[Start of battle:] Reduce damage taken by $p1% for $p2s. $t[Opponent gains buff:] $chance% chance to nullify it. 

 Your opponent's healing is reduced by $p3%. ","$t[Kampfbeginn:] Eingehender Schaden ist für $p2s um $p1% reduziert. $t[Gegner erhält Buff:] $chance% Chance, den Buff zu neutralisieren. 

 Gegnerische Heileffekte sind um $p3% reduziert. ","$t[战斗开始时：]$p2s内受到的伤害减少$p1%。$t[对手获得增益效果时：]有$chance%的几率使增益无效。

对手的生命恢复效果减弱$p3%。","$t[バトル開始時：]$p2秒間、受けるダメージが$p1%減る $t[相手のバフ獲得時：] $chance%の確率でその獲得を阻害する 

相手の回復量 -$p3%","$t[전투 시작 시:] $p2초 동안 받는 피해가 $p1% 감소합니다. $t[상대가 버프 획득 시:] $chance%의 확률로 무효화시킵니다.

상대의 치유량이 $p3% 감소합니다.","$t[戰鬥開始時：]$p2秒內受到的傷害減少$p1%。$t[對手獲得增益效果時：]有$chance%的機率使增益無效。
對手的生命恢復效果減弱$p3%。","$t[Au début du combat :] dégâts d'attaque subis réduits de $p1 % pendant $p2 s. $t[L'adversaire gagne un bonus :] $chance % de chance de l'annuler. 

 La guérison de votre adversaire diminue de $p3 %.","$t[Начало боя:] снижает весь получаемый урон на $p1% на $p2 сек. $t[Когда противник получает усиление:] шанс $chance% отменить этот эффект. 

 Исцеление противника снижается на $p3%.","$t[Início da batalha:] Diminui o dano sofrido em $p1% por $p2 s. $t[Oponente ganha buff:] $chance% de chance de anulá-lo. 

 A cura do seu oponente diminui em $p3%.","$t[Al comienzo de la batalla:] Reduce el daño recibido en un $p1 % durante $p2 s. $t[Al ganar ventaja el rival:] $chance % de probabilidad de anularla. 

 La curación del rival se reduce un $p3 %."
<!MissingKey:58:Ruby Chonk>,Ruby Chonk,Rubinplautze,红宝石巨龙,ルビーの火トカゲ,루비 통통이,紅寶石巨龍,Dracaurubis,Рубиновый дракон,Dragão de Rubi,Cachorrazo rubí
<!MissingKey:59:Lightsaber>,Lightsaber,Lichtschwert,光剑,ライトセイバー,라이트세이버,光劍,Sabre de lumière,Меч света,Sabre de Luz,Espada láser
<!MissingKey:60:Leather Boots>,Leather Boots,Lederstiefel,皮质靴,革のブーツ,가죽 부츠,皮質靴,Bottes de cuir,Кожаные сапоги,Botas de Couro,Botas de cuero
<!MissingKey:61:$t[Start of battle:] $affected $h[Weapons] gain \~ $p1 damage.>,$t[Start of battle:] $affected $h[Weapons] gain \~ $p1 damage.,$t[Kampfbeginn:] $affected $h[Waffen] erhalten +$p1 Schaden.,$t[战斗开始时：]$affected的$h[武器]攻击力+$p1。,$t[バトル開始時：]$affectedにある$h[武器]のダメージ値が$p1増える,$t[전투 시작 시:] $affected에 위치한 $h[무기]가 가하는 피해가 $p1 증가합니다.,$t[戰鬥開始時：]$affected的$h[武器]攻擊力+$p1點。,$t[Au début du combat :] les $h[Armes] $affected gagnent $p1 de dégâts.,$t[Начало боя:] $affected $h[оружие] получает +$p1 ед. урона.,$t[Início da batalha:] As $h[Armas] $affected ganham $p1 de dano.,$t[Al comienzo de la batalla:] Las $affected $h[Armas] ganan $p1 de daño.
