key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:29:$t[$p1 $heat gained:] Gain $p2 damage and the next hit of the $affected $h[Weapon] is critical.>,$t[$p1 $heat gained:] Gain $p2 damage and the next hit of the $affected $h[Weapon] is critical.,$t[$p1 $heat erhalten:] Erhöhe Schaden um $p2 und der nächste Treffer der $affected $h[Waffe] ist kritisch.,$t[每获得$p1层$heat：]获得$p2点伤害加成，$affected的$h[武器]下次击中对手将是暴击。,$t[$p1 $heat 獲得毎：]ダメージ値が$p2増え、$affectedにある$h[武器]の次のヒットがクリティカルになる,$t[$heat를 $p1 획득 시:] 가하는 피해가 $p2 증가하고 $affected에 위치한 $h[무기]의 다음 공격이 치명타가 됩니다.,$t[每獲得$p1層$heat：]獲得$p2點傷害加成，$affected的$h[武器]下次擊中對手將是暴擊。,$t[En gagnant $p1 $heat :] gagnez $p2 de dégâts et le prochain coup de l'$h[Arme] $affected est critique.,"$t[Если у героя не менее $p1 $heat:] добавляет $p2 урона, следующее попадание $affected $h[оружием] будет критическим.","$t[$p1 $heat ganho:] Ganha $p2 de dano, e o próximo ataque da $h[Arma] $affected será crítico.",$t[Al ganar $p1 $heat:] Obtiene $p2 de daño y el siguiente impacto del $affected $h [arma] es crítico.
<!MissingKey:30:Chili Goobert>,Chili Goobert,Chili Schlotzbert,辣椒黏黏,トウガラシ・スラバート,고추 슬돌이,辣椒黏呼呼,Viskeu piment,Чили-Слаймер,Gosberto de Pimenta,Viscosino picantín
<!MissingKey:31:$t[Every $cds:] Trigger the effect of a random $h[Potion]. >,"$t[Every $cds:] Trigger the effect of a random $h[Potion]. 

 Triggers $p_speed% faster for each $h[distinct] $affected $h[Potion].","$t[Alle $cds:] Aktiviere den Effekt eines zufälligen $h[Trankes]. 

 Aktiviert $p_speed% schneller pro $h[Art von] $affected $h[Trank].","$t[每$cds：]触发一个随机$h[魔药]的效果。

每有一个$affected的$h[不重复]的$h[魔药]， 触发速度快$p_speed%。","$t[$cd秒毎：]ランダムな$h[ポーション]1個の効果を発動する 

$affectedにある$h[ポーション]1$h[種類]につき使用速度が$p_speed%上がる","$t[$cd초마다:] 무작위 $h[포션]의 효과를 발동합니다.

$affected에 위치한 $h[개별] $h[포션]마다 $p_speed% 빠르게 발동합니다.","$t[每$cds：]觸發一個隨機$h[魔藥]的效果。

每有一個$affected的$h[不重複]的$h[魔藥]， 觸發速度快$p_speed%。","$t[Toutes les $cd s :] déclenchez l'effet d'une $h[Potion] aléatoire. 

 Se déclenche $p_speed % plus vite pour chaque $h[Potion] $affected $h[distincte].","$t[Раз в $cd сек.:] активирует эффект случайного $h[зелья]. 

 Срабатывает на $p_speed% чаще за каждый $h[отдельный] $affected предмет типа $h[зелье].","$t[A cada $cd s:] Aciona o efeito de uma $h[Poção] aleatória. 

 Aciona $p_speed% mais rápido para cada $h[distinta] $h[Poção] $affected.","$t[Cada $cd s:] Activa al azar una $h[Poción]. 

 Se activa un $p_speed % más rápido por cada $h[Poción] $affected $h[distinta]."
<!MissingKey:32:Amethyst Whelp>,Amethyst Whelp,Amethystdrachi,紫水晶幼龙,アメシストの幼竜,자수정 새끼용,紫水晶幼龍,Dragonneau améthyste,Аметистовый дракончик,Dragãozinho de Ametista,Cría amatista
<!MissingKey:33:Mushroom Farm>,Mushroom Farm,Pilzanbau,蘑菇农场,キノコ農園,버섯 농장,蘑菇農場,Ferme à champignons,Грибная ферма,Fazenda de Cogumelos,Granja de champiñones
<!MissingKey:34:Winged Boots>,Winged Boots,Geflügelte Stiefel,飞鞋,ウイングブーツ,날개 달린 신발,飛鞋,Bottes ailées,Крылатые ботинки,Botas Aladas,Botas aladas
<!MissingKey:35:Amulet of the Wild>,Amulet of the Wild,Amulett der Wildnis,自然护符,野生のアミュレット,야생의 아뮬렛,自然護符,Amulette de nature,Амулет леса,Amuleto da Natureza,Amuleto silvestre
<!MissingKey:36:Dragonskin Boots>,Dragonskin Boots,Drachenhautstiefel,龙鳞靴,ドラゴン革のブーツ,용비늘 부츠,龍鱗靴,Bottes de dragon,Сапоги драконоборца,Botas de Couro de Dragão,Botas de piel de dragón
<!MissingKey:37:$h[Ranger] items are offered in the shop. >,"$h[Ranger] items are offered in the shop. 

 $affected items gain $chance% critical hit chance for each $lucky. $t[Every $cds:] Gain $h[1] $lucky.","$h[Waldläufer]-Gegenstände werden im Laden angeboten. 
 $affected Gegenstände erhalten $chance% kritische Trefferchance pro $lucky. $t[Alle $cds:] Erhalte $h[1] $lucky.","可获得$h[游侠]物品。

每有一点$lucky，$affected的物品获得$chance%暴击加成。$t[每$cds：]获得$h[1]点$lucky。","$h[レンジャー]固有アイテムがショップで売られるようになる 

$lucky 1スタックにつき $affectedにあるアイテムのクリティカル率 +$chance% $t[$cd秒毎：]$h[1] $lucky を獲得する","$h[레인저] 아이템이 상점에 등장합니다.

$affected에 위치한 아이템은 $lucky마다 $chance%의 치명타 확률을 획득합니다. $t[$cd초마다:] $lucky을 $h[1] 획득합니다.","可獲得$h[遊俠]物品。

每有一點$lucky，$affected的物品獲得$chance%暴擊加成。$t[每$cd秒：]獲得$h[1]點$lucky。","Les objets de $h[Rôdeur] sont disponibles dans la boutique. 

 Les objets $affected gagnent $chance % de chances de coup critique pour chaque $lucky. $t[Toutes les $cd s :] gagnez $h[1] $lucky.","Предметы $h[лучника] будут продаваться в магазине. 

 $affected предметы получают $chance% шанса критического урона за каждый эффект $lucky. $t[Раз в $cd сек.:] добавляет $h[1] $lucky.","Itens $h[Arqueira] são oferecidos na loja. 

 Itens $affected ganham $chance% de chance de acerto crítico por cada $lucky. $t[A cada $cd s:] Ganha $h[1] $lucky.","Los objetos de $h[Exploradora] se venden en la tienda. 

 Los $affected objetos tienen un $chance % de probabilidad de golpe crítico por cada $lucky. $t[Cada $cd s:] Obtiene $h[1] $lucky."
,,,,,,,,,,
"<!MissingKey:39:$t[Every $cds during $rage[Battle Rage:]] \~Gain $p_heat $heat. $t[If you have $h[Dragonscale Armor], $h[Dragonskin Boots] and $h[Dragon Claws]:] You have +$p_lifesteal% lifesteal for each $heat (up to $p_max%).>","$t[Every $cds during $rage[Battle Rage:]] \~Gain $p_heat $heat. $t[If you have $h[Dragonscale Armor], $h[Dragonskin Boots] and $h[Dragon Claws]:] You have +$p_lifesteal% lifesteal for each $heat (up to $p_max%).","$t[Alle $cds während $rage[Kampfrausch:]] Erhalte $p_heat $heat. $t[Wenn du $h[Drachenpanzer], $h[Drachenhautstiefel] und $h[Drachenklauen] hast:] Du hast +$p_lifesteal% Lebensraub pro $heat (bis zu $p_max%).",$t[$rage[狂战士之怒]期间每经过$cds：]获得$p_heat层$heat。$t[如果你有$h[龙鳞护甲]，$h[龙鳞靴]，$h[龙爪]：]每有一层$heat，生命值偷取效果+$p_lifesteal%（最高叠到20%）。,$t[$rage[バーサク]中$cd秒毎：]$p_heat $heat を獲得する $t[$h[竜鱗の鎧]と$h[ドラゴン革のブーツ]と$h[ドラゴンクロー]を持っている場合：] $heat 1スタックにつき体力吸収率 +$p_lifesteal%（最大$p_max%まで）,"$t[$rage[전투 격노] 동안 $cd초마다:] $heat를 $p_heat 획득합니다. $t[$h[용비늘 갑옷], $h[용비늘 부츠], $h[용의 발톱]을 보유 시:] $heat마다 가한 피해의 $p_lifesteal%만큼 체력을 회복합니다 (최대 $p_max%).",$t[$rage[狂戰士之怒]期間每經過$cds：]獲得$p_heat層$heat。$t[如果你有$h[龍鱗護甲]，$h[龍鱗靴]，$h[龍爪]：]每有一層$heat，生命值偷取效果+$p_lifesteal%（最高疊到20%）。,"$t[Toutes les $cd s pendant $rage[Rage de combat] :] gagnez $p_heat $heat. $t[Si vous avez une $h[Armure d'écailles de dragon], des $h[Bottes de dragon] et des $h[Griffes de dragon] :] vous avez +$p_lifesteal % de vol de vie pour chaque $heat (jusqu'à $p_max %).","$t[Раз в $cd сек. во время активной $rage[ярости:]] добавляет $p_heat $heat. $t[Если у героя есть $h[Доспех драконоборца], $h[Сапоги драконоборца] и $h[Когти дракона]:] герой повышает кражу жизни на $p_lifesteal% за каждый эффект $heat (не более $p_max%).","$t[A cada $cd s durante $rage[Fúria de Combate:]] Ganha $p_heat $heat. $t[Se você tiver $h[Armadura de Escama de Dragão], $h[Botas de Couro de Dragão] e $h[Garras de Dragão]:] Você tem +$p_lifesteal% de roubo de vida para cada $heat (até $p_max%).","$t[Cada $cd s durante la $rage[rabia de batalla]:] Obtiene $p_heat $heat. $t[Si se tiene $h[Armadura draconiana], $h[Botas de piel de dragón] y $h[Garras de dragón]:] Se gana un $p_lifesteal % más de drenaje vital por cada $heat (hasta un máximo del $p_max %)."
<!MissingKey:40:Cannot be blocked by shields or trigger $spikes. >,"Cannot be blocked by shields or trigger $spikes. 

 Deals +$p1 damage for each $affected $h[Pet].","Kann nicht geblockt werden oder $spikes auslösen. 

 Verursacht +$p1 Schaden pro $affected $h[Gefährte]. ","每有一个$affected的$h[宠物]，造成的伤害+$p1。

狼崽的攻击不会触发护盾类物品的效果，也不会触发$spikes。","$affectedにある$h[ペット]1体につき与ダメージ +$p1 

盾で防がれず、 $spikes を発動させない","$affected에 위치한 $h[펫]마다 가하는 피해가 $p1 증가합니다.

공격이 방어되지 않으며 $spikes를 발동시키지 않습니다.","每有一個$affected的$h[寵物]，造成的傷害+$p1。

狼崽的攻擊不會觸發護盾類物品的效果，也不會觸發$spikes。","Inflige +$p1 de dégâts pour chaque $h[Familier] $affected. 

 Impossible à bloquer avec des boucliers ou de déclencher $spikes.","Наносит +$p1 ед. урона за каждый $affected предмет типа $h[питомец]. 

 Нельзя заблокировать щитом и не активирует $spikes.","Causa +$p1 de dano por cada $h[Animal] $affected. 

 Não pode ser bloqueado por escudos nem ativar $spikes.","Inflige $p1 más de daño por cada $h[Mascota] $affected. 

 No se puede bloquear con escudos ni activar $spikes."
<!MissingKey:41:Toad>,Toad,Kröte,蟾蜍,カエル,두꺼비,蟾蜍,Crapaud,Жаба,Sapo,Sapo
<!MissingKey:42:Stoned>,Stoned,Gesteinigt,投石手,石塁,경화,投石手,Pierreux,Друг камней,Pedrado,Pedregal
<!MissingKey:43:Offering Bowl>,Offering Bowl,Opferschale,献祭之碗,供物皿,봉납의 그릇,獻祭之碗,Bol à offrandes,Обрядная чаша,Tigela de Oferendas,Plato de ofrendas
<!MissingKey:44:Poison Spear>,Poison Spear,Giftspeer,剧毒矛,ポイズンスピア,독 창,劇毒矛,Lance empoisonnée,Ядовитое копье,Lança Venenosa,Lanza venenosa
<!MissingKey:45:Power Puppy>,Power Puppy,Welpe der Stärke,全能狼崽,力持ちの子狼,튼튼한 멍멍이,全能狼崽,Louveteau de puissance,Игривый щенок,Filhote do Poder,Cachorro del poder
<!MissingKey:46:$h[Shovels] dig up more valuable items. $t[Start of battle:] Inflict $p_blind $blind.>,$h[Shovels] dig up more valuable items. $t[Start of battle:] Inflict $p_blind $blind.,$h[Schaufeln] graben wertvollere Gegenstände aus. $t[Kampfbeginn:] Verursache $p_blind $blind.,$h[铲铲]会挖出更有价值的物品。$t[战斗开始时：]向对手施加$p_blind层$blind。,$h[シャベル]が掘りだすアイテムの価値が上がる $t[バトル開始時：]$p_blind $blind を付与する。,$h[삽]이 더 값진 아이템을 발굴합니다. $t[전투 시작 시:] $blind을 $p_blind 부여합니다.,$h[鏟鏟]會挖出更有價值的物品。$t[戰鬥開始時：]向對手施加$p_blind層$blind。,Les $h[Pelles] déterrent des objets plus précieux. $t[Au début du combat :] infligez $p_blind $blind.,$h[Лопаты] выкапывают более ценные предметы. $t[Начало боя:] добавляет $p_blind $blind.,$h[Pás] desenterram mais itens valiosos. $t[Início da batalha:] Inflige $p_blind $blind.,Las $h[palas] desentierran objetos aún más valiosos. $t[Al comienzo de la batalla:] Inflige $p_blind $blind.
<!MissingKey:47:$chance2% chance to protect your buffs from removal and your opponent's debuffs from cleansing. $t[$affected $holy-item activates:] $chance% chance to inflict $h[1] $blind for $p1s. $t[Every $cds:] Remove $p2 buffs from your opponent and gain $p3 $regen.>,$chance2% chance to protect your buffs from removal and your opponent's debuffs from cleansing. $t[$affected $holy-item activates:] $chance% chance to inflict $h[1] $blind for $p1s. $t[Every $cds:] Remove $p2 buffs from your opponent and gain $p3 $regen.,"$chance2% Chance, Buffs auf dir und Debuffs auf deinem Gegner vor dem Entfernen zu schützen. $t[$affected $holy-Gegenstand aktiviert:] $chance% Chance, für $p1s $h[1] $blind zu verursachen. $t[Alle $cds:] Entferne $p2 Buffs von deinem Gegner und erhalte $p3 $regen.",有$chance2%的几率阻止你的增益效果和对手的减益效果被净化。$t[$affected的$holy物品激活时：]有$chance%的几率向对手施加$h[1]层$blind，持续$p1s。$t[每$cds：]净化对手$p2层增益效果并获得$p3层$regen。,$chance2%の確率で自分のバフを除去効果から保護し、相手のデバフ解除効果を阻害する $t[$affectedにある $holy アイテム発動時：]$chance%の確率で$p1秒間$h[1] $blind を付与する $t[$cd秒毎：]相手から$p2バフを除去し、$p3 $regen を獲得する,"$chance2%의 확률로 내 버프가 제거되는 것과, 상대에게 부여된 디버프가 정화되는 것을 막습니다. $t[$affected에 위치한 $holy 아이템 발동 시:] $chance%의 확률로 $p1초 동안 $blind를 $h[1] 부여합니다. $t[$cd초마다:] 상대의 무작위 버프를 $p2개 제거하고, $regen을 $p3 획득합니다.",有$chance2%的幾率阻止你的增益效果和對手的減益效果被淨化。$t[$affected的$holy物品啟動時：]有$chance%的幾率向對手施加$h[1]層$blind，持續$p1s。$t[每$cd秒：]淨化對手$p2層增益效果並獲得$p3層$regen。,$chance2 % de chance de protéger vos bonus du retrait et les malus de votre adversaire de la purge. $t[En activant un objet $holy $affected :] $chance % de chance d'infliger $h[1] $blind pendant $p1 s. $t[Toutes les $cd s :] retirez $p2 bonus de votre adversaire et gagnez $p3 $regen.,Шанс $chance2% не допустить снятия усилений с героя и снятия негативных эффектов с противника. $t[При срабатывании $affected $holy предмета:] шанс $chance% наложить на противника $h[1] $blind на $p1 сек. $t[Раз в $cd сек.:] снимает до $p2 усилений с противника и добавляет герою $p3 $regen.,$chance2% de chance de impedir que os seus buffs sejam removidos e os debuffs do oponente sejam purificados. $t[Ativação de item-$holy $affected:] $chance% de chance de infligir $h[1] $blind por $p1 s. $t[A cada $cd s:] Remove $p2 buffs do oponente e ganha $p3 $regen.,"$chance2 % de probabilidad de evitar perder las ventajas propias, y de que el rival elimine sus desventajas. $t[Al activarse un objeto $holy $affected:] $chance % de probabilidad de infligir $h[1] $blind durante $p1 s. $t[Cada $cd s:] Elimina $p2 ventajas del rival y obtiene $p3 $regen."
