key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:27:$t[$affected items gained $p_gained buffs:] \~Heal for $p_heal. $t[$affected items used $p_used buffs:] \~Inflict $p_poison $poison and gain $p_mana $mana. $t[Every $cds:] Inflict $p_poison2 $poison and gain $p_mana2 $mana.>,$t[$affected items gained $p_gained buffs:] \~Heal for $p_heal. $t[$affected items used $p_used buffs:] \~Inflict $p_poison $poison and gain $p_mana $mana. $t[Every $cds:] Inflict $p_poison2 $poison and gain $p_mana2 $mana.,$t[$affected Gegenstände erzeugen $p_gained Buffs:] Heile um $p_heal. $t[$affected Gegenstände nutzen $p_used Buffs:] Verursache $p_poison $poison und erhalte $p_mana $mana. $t[Alle $cds:] \~Verursache $p_poison2 $poison und erhalte $p_mana2 $mana.,$t[$affected的物品获得$p_gained层增益效果：]恢复$p_heal点生命值。 $t[$affected的物品消耗$p_used层增益效果：]向对手施加$p_poison层$poison，并获得$p_mana点$mana。$t[每$cds：]向对手施加$p_poison2层$poison，并获得$p_mana2点$mana。,$t[$affectedつきアイテムが$p_gainedバフ獲得毎：]体力を$p_heal回復する $t[$affectedつきアイテムが$p_usedバフ消費毎：]$p_poison $poison を付与し、$p_mana $mana を獲得する $t[$cd秒毎：]$p_poison2 $poison を付与し、$p_mana2 $mana を獲得する,$t[$affected에 위치한 아이템이 버프를 $p_gained 획득 시:] 체력을 $p_heal 회복합니다. $t[$affected에 위치한 아이템이 버프를 $p_used 사용 시:] $poison을 $p_poison 부여하고 $mana를 $p_mana 획득합니다. $t[$cd초마다:] $poison을 $p_poison2 부여하고 $mana를 $p_mana2 획득합니다. ,$t[$affected的物品獲得$p_gained層增益效果：]恢復$p_heal點生命值。 $t[$affected的物品消耗$p_used層增益效果：]向對手施加$p_poison層$poison，並獲得$p_mana點$mana。$t[每$cds：]向對手施加$p_poison2層$poison，並獲得$p_mana2點$mana。,$t[Les objets $affected gagnent $p_gained bonus :] guérissez de $p_heal. $t[Les objets $affected utilisent $p_used bonus :] infligez $p_poison $poison et gagnez $p_mana $mana. $t[Toutes les $cd s :] infligez $p_poison2 $poison et gagnez $p_mana2 $mana.,$t[Когда $affected предметы накапливают до $p_gained усилений:] восстанавливает $p_heal ед. здоровья. $t[Когда $affected используют до $p_used усилений:] накладывает на противника $p_poison $poison и добавляет герою $p_mana $mana. $t[Раз в $cd сек.:] накладывает на противника $p_poison2 $poison и добавляет герою $p_mana2 $mana.,$t[Itens $affected ganharam $p_gained buffs:] Cura por $p_heal. $t[Itens $affected usaram $p_used buffs:] Inflige $p_poison $poison e ganha $p_mana $mana. $t[A cada $cd s:] Inflige $p_poison2 $poison e ganha $p_mana2 $mana.,$t[Si los objetos $affected obtienen $p_gained ventajas:] te curas $p_heal. $t[$affected objetos usan $p_used ventajas:] aplicas $p_poison $poison y obtienes $p_mana $mana. $t[Cada $cd s:] aplicas $p_poison2 $poison y obtienes $p_mana2 $mana.
UI_Ranked,Ranked,Gewertet,排位,ランク,랭크 게임,排位,Classé,Рейтинг,Ranqueada,Clasificatoria
"<!MissingKey:29:$t[Every $cds:] $affected items trigger $p_speed% faster, $red[inflict $h[1] $blind to yourself] (up to $p_max times). >","$t[Every $cds:] $affected items trigger $p_speed% faster, $red[inflict $h[1] $blind to yourself] (up to $p_max times). 

 Triggers $p_speed_dark% faster for each \~$affected2 $dark-item.","$t[Alle $cds:] $affected Gegenstände aktivieren $p_speed% schneller, $red[verursache dir] $h[1] $blind (bis zu $p_max mal). 

 Aktiviert $p_speed_dark% schneller pro\~ $affected2 $dark-Gegenstand.","$t[每$cds：]$affected的物品触发速度快$p_speed%，$red[对自己施加$h[1]层$blind]（最高触发$p_max次）。

每有一个$affected2的$dark物品，卷轴触发速度快$p_speed_dark%。","$t[$cd秒毎：]$affectedにあるアイテムの使用速度が$p_speed%上がる、$red[自分に$h[1] $blind を付与する]（最大$p_max回まで） 

$affected2にある $dark アイテム1個につき使用速度が$p_speed_dark%上がる","$t[$cd초마다:] $affected에 위치한 아이템이 $p_speed% 빠르게 발동하며, $red[자신에게 $blind을 $h[1]] 부여합니다 (최대 $p_max번).

$affected2에 위치한 $dark 아이템마다 $p_speed_dark% 빠르게 발동합니다.","$t[每$cds：]$affected的物品觸發速度快$p_speed%，$red[對自己施加$h[1]層$blind]（最高觸發$p_max次）。

每有一個$affected2的$dark物品，卷軸觸發速度快$p_speed_dark%。","$t[Toutes les $cd s :] les objets $affected se déclenchent $p_speed % plus vite, $red[infligez $h[1] $blind à vous-même] (jusqu'à $p_max fois). 

 Se déclenche $p_speed_dark % plus vite pour chaque objet $dark $affected2.","$t[Раз в $cd сек.:] $affected предметы срабатывают на $p_speed% чаще, $red[накладывает $h[1] $blind на героя] (макс. до $p_max раз). 

 Срабатывает на $p_speed_dark% чаще за каждый $affected2 $dark-предмет.","$t[A cada $cd s:] Itens $affected ativam $p_speed% mais rápido, $red[inflige $h[1] $blind em você mesmo] (até $p_max vezes). 

 Ativa $p_speed_dark% mais rápido por cada item $affected2 do tipo $dark.","$t[Cada $cd s:] los $affected objetos se activan $p_speed % más rápido, $red $h[1] $blind a ti mismo] (hasta $p_max veces). 

 Se activa un $p_speed_dark % más rápido por cada $affected2 objetos $dark."
"<!MissingKey:30:When you throw everything into the pot, the right recipe is always included.>","When you throw everything into the pot, the right recipe is always included.","Wenn du alles in den Topf wirfst, ist das richtige Rezept mit Sicherheit dabei.",当你把所有东西都丢进锅里时，正确的配方总会包含在内。,とりあえず全部を鍋に突っ込めば、正しいレシピの材料も含まれてるよ。,"모든 걸 냄비에 때려 넣으면, 항상 올바른 레시피입니다.",當你把所有東西都丟進鍋裡時，正確的配方總會包含在內。,"Lorsque vous mettez tout dans le chaudron, ça ne peut être que bon !","Когда кидаешь в котел все подряд, нужный рецепт почему-то всегда находится.",Não tem como esquecer de pôr os ingredientes certos na panela se você simplesmente colocar todos de uma vez.,"Cuando se echa todo en la olla, siempre se incluye la receta adecuada."
"<!MissingKey:31:Cleanse effects have $chance% chance to cleanse an additional debuff. $t[Every $cds:] Gain $p_heat $heat, cleanse $p_debuffs debuffs and heal for $p_heal. >","Cleanse effects have $chance% chance to cleanse an additional debuff. $t[Every $cds:] Gain $p_heat $heat, cleanse $p_debuffs debuffs and heal for $p_heal. 

 Triggers $p_speed% faster for each \~$affected $h[Potion].","Debuffs zu entfernen hat $chance% Chance, einen weiteren Debuff zu entfernen. $t[Alle $cds:] Erhalte $p_heat $heat, entferne \~$p_debuffs Debuffs und heile um $p_heal. 

 Aktiviert $p_speed% schneller pro $affected $h[Trank].","净化效果时有$chance%几率再次净化一个额外减益效果。$t[每$cds：]获得$p_heat层$heat，净化$p_debuffs层减益效果并恢复$p_heal点生命值。

每有一个$affected的$h[魔药]，触发速度快$p_speed%。","$chance%の確率でデバフ解除効果で解除できるデバフが1増える $t[$cd秒毎：]$p_heat $heat を獲得し、$p_debuffsデバフを解除し、体力を$p_heal回復する 

$affectedにある$h[ポーション]1個につき使用速度が$p_speed%上がる","정화 효과가 $chance% 확률로 추가로 디버프를 제거할 수 있게 됩니다. $t[$cd초마다:] $heat를 $p_heat 획득하고, 디버프를 $p_debuffs개 제거하고, 체력을 $p_heal 회복합니다.

$affected에 위치한 $h[포션]마다 $p_speed% 빠르게 발동합니다.","淨化效果時有$chance%幾率再次淨化一個額外減益效果。$t[每$cds：]獲得$p_heat層$heat，淨化$p_debuffs層減益效果並恢復$p_heal點生命值。

每有一個$affected的$h[魔藥]，觸發速度快$p_speed%。","Les effets de purge ont $chance % de chance de purger un malus supplémentaire. $t[Toutes les $cd s :] gagnez $p_heat $heat, purgez $p_debuffs malus et guérissez de $p_heal. 

 Se déclenche $p_speed % plus vite pour chaque $affected[Potion] $h.","Снятие негативного эффекта получает шанс $chance% снять дополнительный эффект. $t[Раз в $cd сек.:] добавляет $p_heat $heat, снимает до $p_debuffs негативных эффектов и восстанавливает герою $p_heal здоровья. 

 Срабатывает на $p_speed% чаще за каждое $affected $h[зелье].","Efeitos de purificação têm $chance% de chance de purificar um debuff adicional. $t[A cada $cd s:] Ganha $p_heat $heat, purifica $p_debuffs debuffs e cura por $p_heal. 

 Ativa $p_speed% mais rápido por cada $h[Poção] $affected.","Los efectos de limpieza tienen un $chance % de probabilidad de eliminar una desventaja adicional. $t[Cada $cd s:] obtienes $p_heat $heat, purgas $p_debuffs desventajas y te curas $p_heal. 

 Se activa un $p_speed % más rápido por cada $affected $h[poción]."
"<!MissingKey:32:For you it's a weapon, for them it's a home.>","For you it's a weapon, for them it's a home.","Für dich ist es eine Waffe, für sie ein Zuhause.",是一把武器，也是小鸟的家。,キミにとっては武器でも、この子たちにとっては家なんだよ。,"누군가에게는 무기지만, 누군가에게는 집입니다.",是一把武器，也是小鳥的家。,"Pour vous, c'est une arme, pour eux, c'est leur maison.",Для тебя это оружие. Для птички — дом.,"Para você é uma arma, para eles é um lar.","Para ti es un arma, para ellos es su hogar."
<!MissingKey:33:Damage dealt increased by {amount} ({origin}).>,Damage dealt increased by {amount} ({origin}).,,造成的伤害增加{amount}（{origin}）。,与えるダメージが{amount}増えた（{origin}）。,{amount}만큼 가하는 피해가 증가함 ({origin}).,造成的傷害增加{amount}（{origin}）。,Dégâts infligés augmentés de {amount} ({origin}).,Ваш урон повышается на {amount} ({origin}).,Dano causado aumentado em {amount} ({origin}).,Daño infligido aumentado en {amount} ({origin}).
<!MissingKey:34:$t[On buy:] Replace this with $p_gold $gold worth of items. May contain \~$treasure-items!>,$t[On buy:] Replace this with $p_gold $gold worth of items. May contain \~$treasure-items!,$t[Bei Kauf:] Ersetze dies mit Gegenständen im Wert von $p_gold $gold. Kann $treasure-Gegenstände enthalten!,$t[购买此物品时：]用价值$p_gold枚$gold的物品代替此宝藏箱。可能包含$treasure物品！,$t[購入時：]$p_gold $gold のアイテムと置き換わる。 $treasure アイテムが入っていることも！,$t[구매 시:] $p_gold $gold 가치의 아이템들로 교체됩니다. $treasure 아이템이 포함될 수 있습니다!,$t[購買此物品時：]用價值$p_gold枚$gold的物品代替此寶藏箱。可能包含$treasure物品！,$t[À l'achat :] Remplacez ceci par des objets d'une valeur de $p_gold $gold. Peut contenir des objets $treasure !,$t[При покупке:] заменяется на предметы стоимостью в $p_gold $gold. Может содержать $treasure-предметы!,$t[Ao comprar:] Substitui isso por $p_gold $gold de itens. Pode conter itens $treasure!,$t[Al comprarlo:] cámbialo por objetos valorados en $p_gold $gold. ¡Puede contener objetos de $treasure!
<!MissingKey:35:A bright shining light on demand? What trickery is this?>,A bright shining light on demand? What trickery is this?,Helles Leuchten auf Knopfduck? Was ist das für ein Hexenwerk?!,随叫随到的明亮光芒？这是什么把戏？,好きな時に光が？一体どういう仕組みなんだ…？,원할 때마다 밝게 빛난다니! 대체 무슨 요술을 부린 걸까요?,隨叫隨到的明亮光芒？這是什麼把戲？,Une lumière éclatante à la demande ? Quelle est cette diablerie ?,Яркий свет по щелчку? Да это же магия какая-то!,Uma luz forte e na hora que eu quiser? Que tipo de truque é esse?,¿Una luz brillante a pedido? ¿Qué truco es este?
<!MissingKey:36:Poison Frog>,Poison Frog,Pfeilgiftfrosch,剧毒蛙,ドクガエル,독개구리,劇毒蛙,Grenouille vénéneuse,Ядовитая лягушка,Sapo Venenoso,Rana venenosa
"<!MissingKey:37:Great, now you made the fire birb mad.>","Great, now you made the fire birb mad.","Toll, jetzt ist der Vogel stinkig.",太好了，现在你把火焰小鸟惹毛了。,コイツをキレさせたら大したもんですよ。,"좋아요, 이제 미친듯이 화가 났네요.",太好了，現在你把火焰小鳥惹毛了。,"Super, vous nous avez bien énervé l'oiseau de feu maintenant.","Отлично, тебе удалось разозлить огненную птичку. Молодец.","Que bom, você irritou o passarinho de fogo.","Genial, hiciste enojar al pájaro de fuego."
,,,,,,,,,,
<!MissingKey:39:Someone's gotta unclog the manapipes again...>,Someone's gotta unclog the manapipes again...,"Los, einer muss die Manaleitungen durchpömpeln...",又得有人去疏通法力管道了……,また誰かがマナパイプ掃除をしなきゃいけないのか…,누가 이 마나파이프 조인 것 좀 풀어보세요.,又得有人去疏通法力管道了……,Quelqu'un a encore bouché les tuyaux de mana…,Опять кто-то должен прочистить манопровод…,Alguém vai ter que desentupir os canos de mana de novo...,Alguien tiene que destapar las tuberías de nuevo…
BUTTON_GridStorage,Grid storage,Rasteransicht,网格储物,保管ボックスのグリッド化,그리드 창고,網格儲物,Rangement en grille,Секторное хранилище,Depósito em grade,Almacenamiento en cuadrícula
<!MissingKey:41:Snowmaster>,Snowmaster,Schneemeister,大师雪人,スノーマスター,스노우마스터,大師雪人,Maître de neige,Мистер-Снеговик,Mestre da Neve,Maestro de la Nieve
